store_id,company,city,zone,latitude,longitude,State,Week_Start_Date,Week_End_Date,Temperature_Max_Weekly (°C),Temperature_Min_Weekly (°C),Temperature_Avg_Weekly (°C),Humidity_Avg (%),Rainfall_Total (mm),Wind_Speed_Avg (km/h),AQI_Avg,Pressure_Avg (hPa),Cloud_Cover_Avg (%),Road_Closures,Local_Events_Festivals,Political_Rallies_Protests,Heat_Stress_Index_Avg,Wind_Hazard_Score_Avg,Flood_Risk_Index_Max,Days_in_Week,AQI_Category
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,04-08-2025,10-08-2025,30,17.3,23.9,79.1,111.9,8.5,71,1006.4,58.7,1,0,1,21.6,1.4,8.3,7,Satisfactory
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,04-11-2024,10-11-2024,29.8,12,21.3,55.4,2.7,13.7,64,1004.8,69.5,1,0,1,12.3,2.2,2,7,Satisfactory
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,05-02-2024,11-02-2024,35.3,13.3,23.4,53.8,2.9,12.4,134,1009.8,65.9,0,0,0,15.8,2,2.6,7,Moderate
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,05-05-2025,11-05-2025,37,19.6,27.7,52.6,0,14.3,85,1009.2,54.4,0,0,0,20.1,2.3,2.1,7,Satisfactory
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,05-08-2024,11-08-2024,29.2,17.5,24,77.7,91.7,13.3,48,1014.2,56.3,1,0,1,18.4,2.1,7.3,7,Good
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,06-01-2025,12-01-2025,31.1,11.3,21.4,47.6,0,12.7,98,1007.4,35.5,1,0,0,12.6,2,2.2,7,Satisfactory
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,06-05-2024,12-05-2024,38,17.7,27.9,52,0,11.9,104,1008.8,47.8,0,0,0,22,1.9,1.7,7,Moderate
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,06-10-2025,12-10-2025,30.7,15.3,23.4,78.4,42.8,15.7,68,1003.5,30.2,1,1,0,15.8,2.5,5,7,Satisfactory
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,07-04-2025,13-04-2025,36.8,21,28.6,53.5,4.6,12.1,67,1012.5,56.7,1,0,1,23,1.9,2.3,7,Satisfactory
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,07-07-2025,13-07-2025,31.2,16.1,24.8,79.8,53.4,14.9,58,1007.9,40.6,0,0,0,18.5,2.4,6.2,7,Satisfactory
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,07-10-2024,13-10-2024,31,17.3,24.1,86.3,91.8,11.7,74,1006.2,42.9,1,0,0,20.4,1.9,7.1,7,Satisfactory
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,08-01-2024,14-01-2024,31.7,12.9,21.9,52.7,0,9.5,104,1010,58,1,1,0,15.7,1.5,2.8,7,Moderate
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,08-04-2024,14-04-2024,38.2,17.7,27.7,56.3,0,14.4,83,1015.7,54.5,1,0,0,20.5,2.3,2,7,Satisfactory
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,08-07-2024,14-07-2024,33.5,16.5,24.3,84.5,52.2,11.9,65,1006.7,41.5,0,0,0,20.6,1.9,5.7,7,Satisfactory
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,08-09-2025,14-09-2025,31.1,15.8,24.4,79.1,70.4,20.4,70,1007.4,45.8,1,1,1,14.1,3.3,6.3,7,Satisfactory
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,08-12-2025,14-12-2025,28.8,14.3,20.8,52.2,0,15.1,117,1013.3,56.1,0,0,0,10.5,2.4,2.1,7,Moderate
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,09-06-2025,15-06-2025,32.3,18.1,25.5,74.4,27.4,15.6,81,1012.9,58.6,1,1,0,18.6,2.5,4,7,Satisfactory
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,09-09-2024,15-09-2024,31.5,16.3,24.5,76.5,55.1,8.8,92,1006,39.2,0,1,0,22.3,1.4,4.6,7,Satisfactory
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,09-12-2024,15-12-2024,26.7,10.8,20,49.3,0,12.9,112,1011.7,66.7,1,0,1,10.8,2.1,2.1,7,Moderate
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,10-02-2025,16-02-2025,34,15.8,23.8,55.7,0,12,105,1010.8,65.4,0,0,0,16.9,1.9,2.5,7,Moderate
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,10-03-2025,16-03-2025,36.2,18.8,27.5,54.8,0,16.1,85,1008.5,53.8,1,0,0,18.9,2.6,1.8,7,Satisfactory
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,10-06-2024,16-06-2024,32.6,19.9,26.1,75.7,149.2,10.1,81,1006.8,54,1,1,0,23.6,1.6,12,7,Satisfactory
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,10-11-2025,16-11-2025,32.9,14.1,22.8,56.6,5.3,19.4,112,1008.1,43.8,1,0,0,10.4,3.1,2,7,Moderate
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,11-03-2024,17-03-2024,35.4,17.8,26.4,51.3,0.5,11.1,70,1007,60,1,0,0,20.4,1.8,2.2,7,Satisfactory
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,11-08-2025,17-08-2025,28.7,16.4,23.1,77.6,67.6,14.4,61,1008,62.5,1,1,0,16.3,2.3,5.9,7,Satisfactory
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,11-11-2024,17-11-2024,29.5,13.4,22.6,51.8,3.7,12.9,85,1003.3,64.4,1,0,0,14.3,2.1,2.3,7,Satisfactory
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,12-02-2024,18-02-2024,31.8,16.1,24.3,52.7,0,12.9,99,1010.7,45.7,1,1,0,16.6,2.1,1.5,7,Satisfactory
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,12-05-2025,18-05-2025,32.7,18.6,27.1,51.4,0,7.4,88,1009.8,47.5,1,0,0,24,1.2,1.9,7,Satisfactory
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,12-08-2024,18-08-2024,31.3,17.4,24.3,83.3,71.4,14.4,59,1008.8,46.5,0,1,1,18.5,2.3,5.9,7,Satisfactory
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,13-01-2025,19-01-2025,33,10,20.8,49.2,0,16.9,125,1003.9,57.3,1,1,1,9,2.7,1.9,7,Moderate
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,13-05-2024,19-05-2024,34.1,17,26.8,53.3,0,14.1,83,1001.6,46.8,1,0,0,19.1,2.3,1.8,7,Satisfactory
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,13-10-2025,19-10-2025,29.7,17.3,23.5,73.8,27.9,12.9,89,1005.1,48.5,1,0,0,17.5,2.1,3,7,Satisfactory
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,14-04-2025,20-04-2025,38,19.1,28.6,50.8,0,11.3,104,1012.9,42.4,1,0,0,23.4,1.8,2.4,7,Moderate
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,14-07-2025,20-07-2025,30.7,19,25.2,77.9,22.8,17.6,66,1005.6,47.5,1,0,0,17.1,2.8,4.1,7,Satisfactory
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,14-10-2024,20-10-2024,29.4,15.4,22.8,76.9,53.7,14.2,70,1009.3,44.9,1,1,1,15.8,2.3,5.9,7,Satisfactory
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,15-01-2024,21-01-2024,30.5,11.2,21.6,54.5,0,9.8,97,1016.1,60,1,1,0,15.4,1.6,2.2,7,Satisfactory
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,15-04-2024,21-04-2024,36.8,18.5,27.8,51.7,0,14,104,1006.3,59.1,1,0,1,20.4,2.2,2.2,7,Moderate
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,15-07-2024,21-07-2024,31,15.2,24.2,74.4,59.7,10.5,79,997.4,63.8,1,0,0,20.3,1.7,5.7,7,Satisfactory
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,15-09-2025,21-09-2025,30.3,15,23.5,80.2,33.2,10.9,71,1007.2,44.9,1,0,0,19.5,1.8,3.7,7,Satisfactory
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,15-12-2025,21-12-2025,28.8,11.6,21.1,50.7,0,9.2,108,1011.4,45.6,0,0,0,14.9,1.5,1.8,7,Moderate
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,16-06-2025,22-06-2025,34.3,20.8,25.6,77,43.4,13.5,62,1004.2,40,1,0,0,20.5,2.2,4.1,7,Satisfactory
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,16-09-2024,22-09-2024,30.4,18.4,24.7,81,101.9,13.2,91,1010.5,41.3,1,0,0,19.8,2.1,7.9,7,Satisfactory
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,16-12-2024,22-12-2024,32.2,14.4,22.5,52.1,0,12,99,1008.4,62,1,0,0,14.8,1.9,1.9,7,Satisfactory
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,17-02-2025,23-02-2025,34.2,12,23.9,52.1,0,11.4,109,1001.3,52.9,0,0,0,17.1,1.8,2,7,Moderate
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,17-03-2025,23-03-2025,37.5,18.7,28.5,55.1,1.1,13.7,78,1007.5,43.9,1,0,0,22,2.2,1.6,7,Satisfactory
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,17-06-2024,23-06-2024,32.7,18.6,25.1,78.6,110.5,11.9,113,1002.6,53.1,0,0,0,21.1,1.9,9.6,7,Moderate
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,17-11-2025,23-11-2025,30.2,15.3,22.1,50.1,1.4,11.9,120,1003.1,60.1,1,0,0,14.2,1.9,2.6,7,Moderate
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,18-03-2024,24-03-2024,36.3,16.8,27.6,46,0,12.9,76,1009.1,74.4,0,0,0,20.1,2.1,2.2,7,Satisfactory
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,18-08-2025,24-08-2025,31,15.5,24.7,84.9,125.4,14.9,66,999.6,57.3,0,1,0,19,2.4,8.2,7,Satisfactory
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,18-11-2024,24-11-2024,29,12,21.8,53.9,0,16.8,81,1003.4,43.9,0,0,0,10.7,2.7,1.9,7,Satisfactory
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,19-02-2024,25-02-2024,35.4,13.2,25,48.1,0,13.7,123,999.5,52.8,1,0,0,16.4,2.2,1.7,7,Moderate
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,19-05-2025,25-05-2025,38.1,17,28.6,52.1,2.6,14.6,86,1003.4,56.5,1,0,0,21.1,2.3,2.4,7,Satisfactory
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,19-08-2024,25-08-2024,28.6,17.5,23.8,82.3,170.8,12.1,58,1005.1,40.9,1,0,0,19.3,1.9,8,7,Satisfactory
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,20-01-2025,26-01-2025,31.2,13.6,22.2,57.3,0,11.9,99,1005.6,57,1,0,0,15,1.9,2.4,7,Satisfactory
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,20-05-2024,26-05-2024,36.5,19,28.7,54.5,0,14.2,94,995.9,46.4,1,0,1,21.8,2.3,2.2,7,Satisfactory
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,20-10-2025,26-10-2025,29.6,17.7,23.3,76.7,133.8,13.8,65,1003.6,65.2,0,0,0,16.9,2.2,6.1,7,Satisfactory
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,21-04-2025,27-04-2025,38.5,22,29.4,56.4,0,13.5,126,1006.1,55.2,1,0,0,23.6,2.2,2.5,7,Moderate
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,21-07-2025,27-07-2025,31.6,18.6,24.9,78.2,32.7,13.8,56,1005.8,45.5,1,0,0,19.4,2.2,4.1,7,Satisfactory
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,21-10-2024,27-10-2024,29.3,16.2,23.4,82.3,57.4,12.7,68,1008.8,44.4,1,0,0,18.4,2,4.3,7,Satisfactory
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,22-01-2024,28-01-2024,31,12.1,21,50.9,1.1,9.4,102,1008,44.1,1,0,0,14.6,1.5,1.8,7,Moderate
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,22-04-2024,28-04-2024,39.2,20,29.4,51.5,0,10.7,87,1013.7,36.3,0,0,1,25,1.7,1.9,7,Satisfactory
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,22-07-2024,28-07-2024,30.2,17.6,24.3,82.3,98.9,17.3,79,1006.4,61.6,1,0,0,16.4,2.8,8.8,7,Satisfactory
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,22-09-2025,28-09-2025,33.5,17.5,24.1,80.2,85.8,11.6,86,1011.7,43,1,0,0,19.9,1.9,5.8,7,Satisfactory
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,22-12-2025,28-12-2025,29.8,10.1,21.4,53.6,0,13.8,89,1003.8,34.2,1,1,1,12.2,2.2,2,7,Satisfactory
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,23-06-2025,29-06-2025,33.8,19.2,25,77.5,122.1,12.8,77,1009,32.4,0,0,1,20.2,2,5.9,7,Satisfactory
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,23-09-2024,29-09-2024,32.6,15.8,25.1,78.8,5.8,13.6,73,1002.5,67.8,1,1,0,19.9,2.2,4,7,Satisfactory
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,23-12-2024,29-12-2024,30.8,10.9,20.9,50.5,0,9.7,89,1009.4,49.1,1,1,0,14.2,1.6,2.1,7,Satisfactory
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,24-02-2025,02-03-2025,35.1,16.5,25.4,51.8,0,10.6,118,1008.4,62.9,1,0,1,19.5,1.7,2.6,7,Moderate
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,24-03-2025,30-03-2025,36.4,15.6,26.3,48.3,0,9.3,103,1007.3,54.2,1,1,0,21.2,1.5,2.6,7,Moderate
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,24-06-2024,30-06-2024,35.3,19.5,26,75,87.5,12,84,1008,61,1,0,0,21.9,1.9,6.1,7,Satisfactory
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,24-11-2025,30-11-2025,29.7,15.8,22.1,59.6,16.3,11.7,110,1008.5,70.1,1,0,0,15.1,1.9,4.7,7,Moderate
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,25-03-2024,31-03-2024,38.7,16.4,28.1,49.5,0,12,90,1007.2,47.6,1,1,0,21.9,1.9,2.1,7,Satisfactory
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,25-08-2025,31-08-2025,30.6,16.2,24.2,76.8,62.2,14.9,60,1015.1,46.2,1,0,0,17.5,2.4,5.7,7,Satisfactory
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,25-11-2024,01-12-2024,29.5,14.1,22.4,54.4,0,18,93,1007.8,54.6,1,0,1,10.7,2.9,1.9,7,Satisfactory
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,26-02-2024,03-03-2024,35.5,13.7,25.4,49.2,0.9,13.7,98,1003,50.4,1,1,0,17.1,2.2,2.1,7,Satisfactory
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,26-05-2025,01-06-2025,35.6,18.4,26.9,55.3,0,12.7,80,1002.9,49.1,1,0,0,20.4,2,2.1,7,Satisfactory
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,26-08-2024,01-09-2024,29.1,18.5,23.4,80.5,54.1,15.1,70,1003.3,49.7,1,0,0,16.5,2.4,4.6,7,Satisfactory
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,27-01-2025,02-02-2025,32.4,10.9,22.8,51.8,0,14.6,82,1002.7,39.5,1,0,1,13.4,2.3,2.3,7,Satisfactory
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,27-05-2024,02-06-2024,38.7,22.5,29.4,59.9,6,14.3,94,1006.5,70.7,1,0,1,23.5,2.3,4.5,7,Satisfactory
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,27-10-2025,02-11-2025,28.2,16.5,23.1,73.8,51.2,18.1,70,998.5,79.8,1,1,0,13.3,2.9,6.4,7,Satisfactory
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,28-04-2025,04-05-2025,38.1,17,27.9,50.8,2.4,10.8,106,1008.7,56.6,1,0,0,22.6,1.7,2.3,7,Moderate
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,28-07-2025,03-08-2025,29.3,19,24.2,77.9,40.2,15.8,59,1012,42,1,1,0,16.8,2.5,3.8,7,Satisfactory
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,28-10-2024,03-11-2024,34,15.5,23.6,67.4,30.1,17.7,65,1008,60.1,0,1,0,13.9,2.8,4.2,7,Satisfactory
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,29-01-2024,04-02-2024,34,12.2,23.4,51.6,0,17.7,120,1006.5,58.1,1,1,0,11.9,2.8,3,7,Moderate
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,29-04-2024,05-05-2024,38.1,18.8,27.9,50.4,0,10.6,90,1001.8,58.3,1,0,1,22.7,1.7,2.1,7,Satisfactory
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,29-07-2024,04-08-2024,31,18.6,23.8,78.7,75.5,14.8,61,1011.7,35.1,1,0,0,17.1,2.4,4.9,7,Satisfactory
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,29-09-2025,05-10-2025,28.2,16.2,23.9,79.4,19.1,13.7,64,1006.9,40.2,1,1,0,18.2,2.2,3.4,7,Satisfactory
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,29-12-2025,04-01-2026,30.1,14.5,21.2,44.1,0,18.8,77,1014.3,70.5,0,0,0,7.7,3,1.8,3,Satisfactory
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,30-06-2025,06-07-2025,34.2,15.6,24.8,81.4,46.1,10.6,72,1005,52.2,1,0,0,21.7,1.7,5.2,7,Satisfactory
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,30-09-2024,06-10-2024,32.4,15.2,23.6,85.5,154.7,14,71,1007.5,37.4,1,1,0,18.1,2.2,9.7,7,Satisfactory
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,30-12-2024,05-01-2025,32.4,10,21.4,56.9,0,14.6,117,1002,65.9,0,0,0,12,2.3,2.5,7,Moderate
BLR_ZEP_001,Zepto,Bangalore,Indiranagar 100ft Road,12.9771,77.6409,Karnataka,31-03-2025,06-04-2025,39.8,20.6,29.3,48.2,5.4,8.6,73,1009.9,38.1,0,0,0,25.8,1.4,1.7,7,Satisfactory
BLR_ZEP_002,Zepto,Bangalore,Indiranagar 100ft Road,12.9801,77.6449,Karnataka,01-01-2024,07-01-2024,31.9,13.2,23.3,59.4,0,14.7,99,1011.5,37,1,0,0,14.6,2.4,2.4,7,Satisfactory
BLR_ZEP_002,Zepto,Bangalore,Indiranagar 100ft Road,12.9801,77.6449,Karnataka,01-04-2024,07-04-2024,37.5,21.7,28.5,57.1,0,15.7,86,1008.6,46.9,1,1,0,20.9,2.5,2.4,7,Satisfactory
BLR_ZEP_002,Zepto,Bangalore,Indiranagar 100ft Road,12.9801,77.6449,Karnataka,01-07-2024,07-07-2024,30.9,15.7,25.3,77.4,104.1,11.9,65,1003.2,57.3,0,0,0,21.3,1.9,6.9,7,Satisfactory
BLR_ZEP_002,Zepto,Bangalore,Indiranagar 100ft Road,12.9801,77.6449,Karnataka,01-09-2025,07-09-2025,31.8,15.8,24.3,77.7,41.4,14.9,84,1002.7,65.3,1,0,1,17.6,2.4,4,7,Satisfactory
